id,university,program_name,degree_type,category,city,province,duration,tuition_cad,ielts_requirement,intake,application_deadline,description,program_url
151,Western University,Computer Science (Track 90),Master,Engineering,London,Ontario,2 years,34608,6.5,September,March,Computer Science at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/computer-science.html
152,Western University,Dive Deeper Into Arts & Humanities (Track 91),Bachelor,Arts,London,Ontario,4 years,20613,6.5,September,February,Dive Deeper Into Arts & Humanities at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/arts-humanities.html
153,University of Toronto,Mathematics & Physical Sciences (Track 92),Bachelor,Arts,Toronto,Ontario,2 years,28685,6.5,September,February,Mathematics & Physical Sciences at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/mathematics-physical-sciences
154,Western University,Medical Sciences (Track 93),Master,Arts,London,Ontario,4 years,49677,6.5,September,January,Medical Sciences at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/medical-sciences.html
155,University of Toronto,Music & the Performing Arts (Track 94),Master,IT,Toronto,Ontario,2 years,64035,6.5,September,January,Music & the Performing Arts at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/music-performing-arts
156,Dalhousie University,Enrolment reports and data (Track 95),Master,Arts,Halifax,Nova Scotia,2 years,30733,6.5,September,February,Enrolment reports and data at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/study/registrars-office/enrolment-reports-data.html
157,York University,Canadian Business for Internationally Educated Professionals (Track 96),Master,Health,Toronto,Ontario,4 years,43615,6.5,September,February,Canadian Business for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/certificates/canadian-business-for-internationally-educated-professionals
158,Western University,Arts & Humanities (Track 97),Bachelor,Health,London,Ontario,2 years,32148,6.5,September,March,Arts & Humanities at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/arts-humanities.html
159,Dalhousie University,Student health and wellness (Track 98),Master,Engineering,Halifax,Nova Scotia,2 years,40381,6.5,September,February,Student health and wellness at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/life-at-dal/health-and-wellness.html
160,University of British Columbia,Plan your finances (Track 99),Bachelor,Arts,Vancouver,British Columbia,2 years,30404,6.5,September,February,Plan your finances at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://you.ubc.ca/applying-ubc/admitted/your-finances/
161,Simon Fraser University,Faculty of Applied Sciences (Track 100),Master,Engineering,Burnaby,British Columbia,2 years,55696,6.5,September,March,Faculty of Applied Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/applied-sciences/majors.html
162,University of Toronto,Engineering (Track 101),Master,Engineering,Toronto,Ontario,2 years,55525,6.5,September,February,Engineering at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/engineering
163,University of Toronto,Engineering (Track 102),Master,Engineering,Toronto,Ontario,2 years,41992,6.5,September,February,Engineering at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/engineering
164,Queen's University,Privacy and Data Collection (Track 103),Master,Engineering,Kingston,Ontario,2 years,44606,6.5,September,February,Privacy and Data Collection at Queen's University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.queensu.ca/accessandprivacy/privacy/personal/overview
165,York University,Cinema & Media Arts - Screenwriting (Track 104),Master,Health,Toronto,Ontario,4 years,55142,6.5,September,March,Cinema & Media Arts - Screenwriting at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/screenwriting
166,Dalhousie University,Management (Track 105),Master,Business,Halifax,Nova Scotia,4 years,45975,6.5,September,March,Management at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/management.html
167,Dalhousie University,"Healthy people, communities, and populations (Track 106)",Bachelor,Business,Halifax,Nova Scotia,2 years,47480,6.5,September,January,"Healthy people, communities, and populations at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://www.dal.ca/research-and-innovation/research-clusters/healthy-people-communities-and-populations.html
168,University of Manitoba,"Health Sciences, Rady Faculty of (Track 107)",Master,IT,Winnipeg,Manitoba,2 years,28477,6.5,September,January,"Health Sciences, Rady Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/health-sciences/
169,Simon Fraser University,Beedie School of Business (Track 108),Bachelor,Engineering,Burnaby,British Columbia,2 years,33227,6.5,September,January,Beedie School of Business at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/business/majors.html
170,York University,Biotechnology (Track 109),Master,Engineering,Toronto,Ontario,2 years,36347,6.5,September,February,Biotechnology at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/biotechnology
171,York University,Business Economics (Track 110),Bachelor,Business,Toronto,Ontario,4 years,57664,6.5,September,March,Business Economics at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-economics/laps
172,University of Manitoba,"Agricultural and Food Sciences, Faculty of (Track 111)",Master,Engineering,Winnipeg,Manitoba,4 years,41311,6.5,September,February,"Agricultural and Food Sciences, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/agricultural-food-sciences
173,University of Manitoba,Arts and Culture (Track 112),Master,Business,Winnipeg,Manitoba,4 years,26133,6.5,September,January,Arts and Culture at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://umanitoba.ca/community/arts-culture
174,University of Toronto,Music & the Performing Arts (Track 113),Master,IT,Toronto,Ontario,2 years,31389,6.5,September,January,Music & the Performing Arts at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/music-performing-arts
175,Simon Fraser University,Faculty of Arts and Social Sciences (Track 114),Bachelor,Business,Burnaby,British Columbia,4 years,49025,6.5,September,January,Faculty of Arts and Social Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/arts-social-sciences/majors.html
176,University of Manitoba,"Kinesiology and Recreation Management, Faculty of (Track 115)",Bachelor,Arts,Winnipeg,Manitoba,4 years,55751,6.5,September,February,"Kinesiology and Recreation Management, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/kinesiology-recreation-management/
177,York University,Biomedical Science (Track 116),Bachelor,Arts,Toronto,Ontario,4 years,26436,6.5,September,January,Biomedical Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/biomedical-science
178,University of Toronto,Music & the Performing Arts (Track 117),Master,IT,Toronto,Ontario,2 years,62100,6.5,September,January,Music & the Performing Arts at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/music-performing-arts
179,Simon Fraser University,Faculty of Science (Track 118),Master,Arts,Burnaby,British Columbia,4 years,33963,6.5,September,February,Faculty of Science at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/science/majors.html
180,Simon Fraser University,Faculty of Arts and Social Sciences (Track 119),Bachelor,Business,Burnaby,British Columbia,4 years,25600,6.5,September,January,Faculty of Arts and Social Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/arts-social-sciences/majors.html
181,Simon Fraser University,"Faculty of Communication, Art and Technology (Track 120)",Master,Health,Burnaby,British Columbia,2 years,30203,6.5,September,February,"Faculty of Communication, Art and Technology at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://www.sfu.ca/students/admission/programs/fcat/majors.html
182,University of Manitoba,"Agricultural and Food Sciences, Faculty of (Track 121)",Master,Engineering,Winnipeg,Manitoba,4 years,37956,6.5,September,February,"Agricultural and Food Sciences, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/agricultural-food-sciences
183,University of Manitoba,"Agricultural and Food Sciences, Faculty of (Track 122)",Master,Engineering,Winnipeg,Manitoba,4 years,28714,6.5,September,February,"Agricultural and Food Sciences, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/agricultural-food-sciences
184,Simon Fraser University,Beedie School of Business (Track 123),Bachelor,Engineering,Burnaby,British Columbia,2 years,51897,6.5,September,January,Beedie School of Business at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/business/majors.html
185,University of Manitoba,Student health and wellness (Track 124),Master,Arts,Winnipeg,Manitoba,4 years,40215,6.5,September,March,Student health and wellness at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://umanitoba.ca/student-supports/student-health-and-wellness
186,Western University,Computer Science (Track 125),Master,Engineering,London,Ontario,2 years,21238,6.5,September,March,Computer Science at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/computer-science.html
187,York University,Actuarial Science (Track 126),Master,IT,Toronto,Ontario,2 years,49467,6.5,September,January,Actuarial Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/actuarial-science
188,University of Manitoba,"Kinesiology and Recreation Management, Faculty of (Track 127)",Bachelor,Arts,Winnipeg,Manitoba,4 years,63170,6.5,September,February,"Kinesiology and Recreation Management, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/kinesiology-recreation-management/
189,Dalhousie University,Budget and finance (Track 128),Bachelor,Arts,Halifax,Nova Scotia,4 years,29137,6.5,September,January,Budget and finance at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/about/leadership-governance/budget-and-finance.html
190,Dalhousie University,Management (Track 129),Master,Business,Halifax,Nova Scotia,4 years,29124,6.5,September,March,Management at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/management.html
191,Western University,Dive Deeper Into Health Sciences (Track 130),Bachelor,Business,London,Ontario,2 years,22376,6.5,September,February,Dive Deeper Into Health Sciences at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/health-sciences.html
192,York University,Business Economics / Économie et commerce (Track 131),Master,Health,Toronto,Ontario,2 years,21316,6.5,September,March,Business Economics / Économie et commerce at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-economics/glendon
193,University of Toronto,"Business, Commerce & Management (Track 132)",Master,Health,Toronto,Ontario,4 years,55777,6.5,September,February,"Business, Commerce & Management at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://future.utoronto.ca/business-commerce-management
194,Simon Fraser University,Faculty of Arts and Social Sciences (Track 133),Bachelor,Business,Burnaby,British Columbia,4 years,31253,6.5,September,January,Faculty of Arts and Social Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/arts-social-sciences/majors.html
195,York University,Canadian Business for Internationally Educated Professionals (Track 134),Master,Health,Toronto,Ontario,4 years,41245,6.5,September,February,Canadian Business for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/certificates/canadian-business-for-internationally-educated-professionals
196,University of Toronto,Social Sciences (Track 135),Master,IT,Toronto,Ontario,4 years,53923,6.5,September,March,Social Sciences at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/social-sciences
197,University of British Columbia,Take care of your health and wellness (Track 136),Bachelor,Engineering,Vancouver,British Columbia,4 years,41214,6.5,September,January,Take care of your health and wellness at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://you.ubc.ca/applying-ubc/admitted/health-wellness/
198,University of Manitoba,"Health Sciences, Rady Faculty of (Track 137)",Master,IT,Winnipeg,Manitoba,2 years,53039,6.5,September,January,"Health Sciences, Rady Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/health-sciences/
199,Western University,Dive Deeper Into Engineering (Track 138),Bachelor,IT,London,Ontario,2 years,24658,6.5,September,February,Dive Deeper Into Engineering at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/engineering.html
200,Western University,Medical Sciences (Track 139),Master,Arts,London,Ontario,4 years,36076,6.5,September,January,Medical Sciences at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/medical-sciences.html
201,Dalhousie University,Arts and Social Sciences (Track 140),Bachelor,Arts,Halifax,Nova Scotia,4 years,62661,6.5,September,January,Arts and Social Sciences at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/arts.html
202,Western University,Dive Deeper Into Arts & Humanities (Track 141),Bachelor,Arts,London,Ontario,4 years,54343,6.5,September,February,Dive Deeper Into Arts & Humanities at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/arts-humanities.html
203,York University,Business Economics / Économie et commerce (Track 142),Master,Health,Toronto,Ontario,2 years,40652,6.5,September,March,Business Economics / Économie et commerce at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-economics/glendon
204,Western University,Ivey Business Administration (HBA) (Track 143),Bachelor,Engineering,London,Ontario,2 years,60994,6.5,September,January,Ivey Business Administration (HBA) at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/ivey-business.html
205,Simon Fraser University,Faculty of Health Sciences (Track 144),Bachelor,IT,Burnaby,British Columbia,4 years,54932,6.5,September,February,Faculty of Health Sciences at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/health-sciences.html
206,Western University,Dive Deeper Into Engineering (Track 145),Bachelor,IT,London,Ontario,2 years,21008,6.5,September,February,Dive Deeper Into Engineering at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/engineering.html
207,Western University,Health Sciences (Track 146),Bachelor,Engineering,London,Ontario,4 years,30111,6.5,September,March,Health Sciences at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/health-sciences.html
208,Dalhousie University,Computer Science (Track 147),Master,Arts,Halifax,Nova Scotia,4 years,57950,6.5,September,January,Computer Science at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.dal.ca/faculty/computerscience.html
209,Simon Fraser University,Faculty of Science (Track 148),Master,Arts,Burnaby,British Columbia,4 years,20727,6.5,September,February,Faculty of Science at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/science/majors.html
210,Simon Fraser University,Beedie School of Business (Track 149),Bachelor,Engineering,Burnaby,British Columbia,2 years,44813,6.5,September,January,Beedie School of Business at Simon Fraser University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://www.sfu.ca/students/admission/programs/business/majors.html
211,University of Toronto,Music & the Performing Arts (Track 150),Master,IT,Toronto,Ontario,2 years,56174,6.5,September,January,Music & the Performing Arts at University of Toronto provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://future.utoronto.ca/music-performing-arts
212,Queen's University,Smith Engineering Tours (Track 151),Master,Business,Kingston,Ontario,2 years,61866,6.5,September,February,Smith Engineering Tours at Queen's University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://smithengineering.queensu.ca/student-experience/tours/index.html
213,Western University,Engineering (Track 152),Master,Arts,London,Ontario,4 years,33362,6.5,September,January,Engineering at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/engineering.html
214,York University,Canadian Business for Internationally Educated Professionals (Track 153),Master,Health,Toronto,Ontario,4 years,40506,6.5,September,February,Canadian Business for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/certificates/canadian-business-for-internationally-educated-professionals
215,Dalhousie University,"Healthy people, communities, and populations (Track 154)",Bachelor,Business,Halifax,Nova Scotia,2 years,28345,6.5,September,January,"Healthy people, communities, and populations at Dalhousie University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://www.dal.ca/research-and-innovation/research-clusters/healthy-people-communities-and-populations.html
216,Western University,Computer Science (Track 155),Master,Engineering,London,Ontario,2 years,42665,6.5,September,March,Computer Science at Western University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://welcome.uwo.ca/programs/computer-science.html
217,University of Manitoba,"Agricultural and Food Sciences, Faculty of (Track 156)",Master,Engineering,Winnipeg,Manitoba,4 years,54581,6.5,September,February,"Agricultural and Food Sciences, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/agricultural-food-sciences
218,York University,Business Economics / Économie et commerce (Track 157),Master,Health,Toronto,Ontario,2 years,48365,6.5,September,March,Business Economics / Économie et commerce at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.,https://futurestudents.yorku.ca/program/business-economics/glendon
219,University of Manitoba,"Agricultural and Food Sciences, Faculty of (Track 158)",Master,Engineering,Winnipeg,Manitoba,4 years,52598,6.5,September,February,"Agricultural and Food Sciences, Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/agricultural-food-sciences
220,University of Manitoba,"Health Sciences, Rady Faculty of (Track 159)",Master,IT,Winnipeg,Manitoba,2 years,54498,6.5,September,January,"Health Sciences, Rady Faculty of at University of Manitoba provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is industry-focused. Graduates develop analytical and technical skills. Career opportunities are diverse and global. The program emphasizes innovation and professional growth.",https://umanitoba.ca/health-sciences/
